id,label,score
003fd481e65ddc070e38ae05002e16e2,23,0.8878863453865051
549a1cd8228bd10f18395a0625fcc70d,5,0.9421265125274658
f09c4c0332f8966400e06f4def9f1a6d,5,0.9419175982475281
06598dd8f3ab092acf2a55dce8be5621,16,0.8276585340499878
e70177ba6a54d08abecd80a60fdd9f52,0,0.9442276358604431
963b07699949643c631bff293d764108,17,0.8937183022499084
700be7358887b3a794a12547a3671a03,26,0.8812736868858337
481982b61009f135c2a5ccaba6864a48,11,0.9506900906562805
170bfb8eb35e21ac71af8d2700ab00b0,28,0.7800846695899963
cb620b03551e40594e0fe10f80f447c5,5,0.9420247673988342
ff48206524a39ba3f8a18deed79e9072,0,0.9410810470581055
8c0d2bb1fc881b18ca403903beac9e2b,2,0.9760613441467285
5c55f105bcac4f6b622ca654133a2f8f,8,0.9450764060020447
df2d30406c2ee59ec16c156dc4d800f1,9,0.8969591856002808
5e7c011f3239da0ca0844f0fc42b26ab,15,0.9332595467567444
135ac0ac295e771e94b66f924185d27c,0,0.9443032145500183
b76077d7d31ca63e38f44d64fa8bcff4,21,0.9070579409599304
75b887afe727475ec0db30ac5fde3690,5,0.9422008991241455
a8cf3a6f5671b3e2f3c1d11f3d87cac2,34,0.8276416063308716
111342f12e69bab9352826c8df14d209,16,0.8716936707496643
c1b935267e188bab55a8a76b635ba913,18,0.880120575428009
3b8b11be73869cdbda4062bc5f095b48,0,0.9444246292114258
4e067527c3e5fe8f6d98b15767d4b4e7,16,0.8707682490348816
f848a04b141868f3912b145206762b57,20,0.9294811487197876
4f53066f7e688301447c4c53b6415324,7,0.9456111192703247
297725b7fc1c0e48ff8203cd33f47cb3,10,0.9454672336578369
8c4d80440b54712b7627132b45ed1e63,16,0.8654494881629944
23549acc39e61d835a47b3e3692007b5,0,0.9439132213592529
7b503f708c914094b8ff3bf09b8ec6d5,8,0.9439700841903687
36b444db93e9053778a579bf2903698e,10,0.633536696434021
900cfef556c7149e00bddcb072589956,2,0.5386937260627747
49a0038b7fb442e03f67ac65c06e0dee,20,0.726781964302063
a562cb627134f17b53e5c0f3eeaf6bfb,2,0.97664475440979
a94f8c8b7a0cd0e43e78e26d39e62e24,10,0.9506540298461914
e97f1febfaf5353747c3f8550d31f389,2,0.9613734483718872
a029d716238cc1c1de416df9cfaabaf8,0,0.9442630410194397
e5c606f67cf62bd7b8e17e8f249337a7,2,0.9688913226127625
6297cf6f6a13632e7a4f3bb1947e8c3b,20,0.9049159288406372
b7baa69cacb409eb82d3c992ac66977e,10,0.9514341950416565
fcf84409ffb6717f3dfe18771152002b,13,0.8966743350028992
888f0860a1d0568df1be9fd5b12d5d0a,6,0.9447276592254639
461f0d2da796fcf73fa3718d069487da,10,0.9521311521530151
85e42e12474776c5d8ab67fbe2fb60ad,3,0.905924379825592
9657477728ba36bfec8a3de909fd963e,10,0.9517260789871216
d4d56289693ded470fefab125409bd3a,13,0.7780541777610779
b9a22905e1652aaac4ddbaa6e5374dd2,16,0.8724789619445801
30c4eddf99fd708610fde42d46595e80,2,0.9767183661460876
d7b903d9efa4be295569ada31b53f5ef,7,0.6729633808135986
c9f5cdc2e1eaaf38d1977ad1e57d41c8,0,0.9445065855979919
5d5b2559dfebcbb908f394642011503e,1,0.9346500039100647
87932aebee0b712c6d7f738a360168fc,13,0.8993808627128601
f39dd725445e469dbc51bf1a45a8ae62,2,0.9665154814720154
0afc71158991b9dc00dc0b3eb9c0ba4f,26,0.8827493190765381
3d677d8d8967209d7b03a8e25e158ceb,25,0.854712963104248
d1c0d73294a40c37b36d871bb820203b,3,0.9085740447044373
d11deae43afb5573541ea6f990965798,0,0.9441540837287903
c707a697780653a86d804d8511dd4f5b,11,0.9494991898536682
f7c7ab48bf3e67ef869f3be61d748e89,10,0.9475098848342896
df94e92d9f9826a204966ce63f45f716,2,0.5882080793380737
8c49271676e108288ac189b31ffa6ca1,8,0.9458871483802795
4e59a70fe085982a34cf74435b8361d3,18,0.8561000823974609
